G1	G2	G3	G4	G5	G6	G7	G8	G9
0.6260468	0.2023695	0.8023197	0.2038318	0.3091054	0.8473422	0.2909736	0.4668329	0.3178670
0.7360783	0.2484801	0.7572901	0.2694528	0.3487825	0.7044141	0.2573652	0.5234950	0.3077750
0.6829539	0.2170703	0.7265969	0.2217219	0.3818455	0.8600121	0.2281243	0.3611400	0.2835238
0.6328579	0.2149386	0.6977180	0.2059310	0.4167675	0.7398896	0.1796871	0.4041123	0.3829327
0.7262653	0.1982604	0.5876163	0.2483917	0.4047833	0.8085204	0.1484675	0.3459521	0.2400105
0.6221420	0.1911896	0.5938578	0.1826394	0.3601772	0.8065391	0.2689794	0.3214661	0.2708598
0.6927554	0.2700080	0.4493559	0.2110353	0.3091920	1.0050915	0.1543702	0.3389054	0.2926235
0.6534212	0.2175113	0.4521101	0.2510072	0.4240207	0.8648570	0.1342589	0.2469684	0.3463967
0.6377181	0.2183963	0.3982127	0.1757910	0.4093520	0.7987008	0.1197827	0.1796218	0.3760874
0.6442394	0.1761686	0.4145371	0.2740091	0.3668446	0.8472578	0.0772177	0.1107999	0.3916422
0.7635554	0.1996691	0.3771976	0.2802824	0.3927135	0.7161802	0.0782261	0.1299506	0.2681777
0.7540461	0.1760441	0.4077107	0.2720982	0.3615382	0.6302307	0.0919227	0.0844746	0.2748823
0.5475439	0.2553115	0.2441297	0.3738926	0.3400508	0.3563420	0.3120288	0.0504936	0.2770727
0.5350836	0.2493576	0.3611078	0.2352229	0.3931144	0.1011279	0.3235150	0.0000005	0.3323977
0.5018100	0.2521516	0.7195473	0.1914569	0.3200973	0.8433347	0.4681674	0.8872644	0.2769754
0.6037801	0.2519529	0.7687427	0.1875629	0.2395613	0.7010265	0.3357816	0.7681025	0.2695377
0.5210516	0.2397374	0.8177985	0.2721957	0.3542493	0.8278660	0.3643363	0.6397057	0.3041676
